spend_date,channel,category,marketing_spend
2025-12-31,D2C_APP,Co-ords,1538.21
2025-12-31,D2C_APP,Trousers,1603.04
2025-12-31,D2C_APP,Jackets,1511.51
2025-12-31,D2C_WEB,Shirts,3575.76
2025-12-31,D2C_WEB,T-Shirts,2646.82
2025-12-31,D2C_WEB,Jeans,2348.49
2025-12-31,D2C_WEB,Co-ords,1029.03
2025-12-31,D2C_WEB,Trousers,917.93
2025-12-31,D2C_WEB,Jackets,946.55
2025-12-31,MYNTRA,Shirts,7302.69
2025-12-31,MYNTRA,T-Shirts,4809.77
2025-12-31,MYNTRA,Jeans,3771.57
2025-12-31,MYNTRA,Co-ords,2075.02
2025-12-31,MYNTRA,Trousers,1716.18
2025-12-31,MYNTRA,Jackets,1484.07
2025-12-31,FLIPKART,Shirts,4599.85
2025-12-31,FLIPKART,T-Shirts,3750.42
2025-12-31,FLIPKART,Jeans,1808.8
2025-12-31,FLIPKART,Co-ords,2102.56
2025-12-31,FLIPKART,Trousers,1940.7
2025-12-31,FLIPKART,Jackets,1192.15
2025-12-31,AJIO,Shirts,2700.74
2025-12-31,AJIO,T-Shirts,1519.26
2025-12-31,AJIO,Jeans,1265.46
2025-12-31,AJIO,Co-ords,673.77
2025-12-31,AJIO,Trousers,576.47
2025-12-31,AJIO,Jackets,795.63
2026-01-01,D2C_APP,Shirts,5912.77
2026-01-01,D2C_APP,T-Shirts,5437.08
2026-01-01,D2C_APP,Jeans,3415.04
2026-01-01,D2C_APP,Co-ords,1562.89
2026-01-01,D2C_APP,Trousers,1795.56
2026-01-01,D2C_APP,Jackets,1634.4
2026-01-01,D2C_WEB,Shirts,2678.0
2026-01-01,D2C_WEB,T-Shirts,3139.26
2026-01-01,D2C_WEB,Jeans,2183.18
2026-01-01,D2C_WEB,Co-ords,1349.59
2026-01-01,D2C_WEB,Trousers,1370.6
2026-01-01,D2C_WEB,Jackets,990.85
2026-01-01,MYNTRA,Shirts,6339.67
2026-01-01,MYNTRA,T-Shirts,4467.01
2026-01-01,MYNTRA,Jeans,2843.44
2026-01-01,MYNTRA,Co-ords,2184.5
2026-01-01,MYNTRA,Trousers,1618.76
2026-01-01,MYNTRA,Jackets,2396.37
2026-01-01,FLIPKART,Shirts,4450.39
2026-01-01,FLIPKART,T-Shirts,2967.31
2026-01-01,FLIPKART,Jeans,3145.68
2026-01-01,FLIPKART,Co-ords,1199.37
2026-01-01,FLIPKART,Trousers,1438.79
2026-01-01,FLIPKART,Jackets,1453.74
2026-01-01,AJIO,Shirts,3355.58
2026-01-01,AJIO,T-Shirts,1968.98
2026-01-01,AJIO,Jeans,1915.64
2026-01-01,AJIO,Co-ords,986.85
2026-01-01,AJIO,Trousers,780.31
2026-01-01,AJIO,Jackets,674.6
2026-01-02,D2C_APP,Shirts,6396.62
2026-01-02,D2C_APP,T-Shirts,3721.06
2026-01-02,D2C_APP,Jeans,3932.59
2026-01-02,D2C_APP,Co-ords,2685.44
2026-01-02,D2C_APP,Trousers,2338.69
2026-01-02,D2C_APP,Jackets,1538.2
2026-01-02,D2C_WEB,Shirts,4126.32
2026-01-02,D2C_WEB,T-Shirts,2848.04
2026-01-02,D2C_WEB,Jeans,1938.82
2026-01-02,D2C_WEB,Co-ords,1929.79
2026-01-02,D2C_WEB,Trousers,1594.34
2026-01-02,D2C_WEB,Jackets,1177.03
2026-01-02,MYNTRA,Shirts,7611.74
2026-01-02,MYNTRA,T-Shirts,6725.6
2026-01-02,MYNTRA,Jeans,2793.81
2026-01-02,MYNTRA,Co-ords,2041.48
2026-01-02,MYNTRA,Trousers,1874.91
2026-01-02,MYNTRA,Jackets,2400.08
2026-01-02,FLIPKART,Shirts,5747.66
2026-01-02,FLIPKART,T-Shirts,2193.35
2026-01-02,FLIPKART,Jeans,2123.77
2026-01-02,FLIPKART,Co-ords,2086.19
2026-01-02,FLIPKART,Trousers,1950.28
2026-01-02,FLIPKART,Jackets,1022.11
2026-01-02,AJIO,Shirts,1888.91
2026-01-02,AJIO,T-Shirts,2259.68
2026-01-02,AJIO,Jeans,1323.23
2026-01-02,AJIO,Co-ords,1010.76
2026-01-02,AJIO,Trousers,787.61
2026-01-02,AJIO,Jackets,879.59
2026-01-03,D2C_APP,Shirts,7805.98
2026-01-03,D2C_APP,T-Shirts,4827.43
2026-01-03,D2C_APP,Jeans,4326.31
2026-01-03,D2C_APP,Co-ords,2849.32
2026-01-03,D2C_APP,Trousers,2847.47
2026-01-03,D2C_APP,Jackets,2232.04
2026-01-03,D2C_WEB,Shirts,4053.66
2026-01-03,D2C_WEB,T-Shirts,4745.96
2026-01-03,D2C_WEB,Jeans,2721.13
2026-01-03,D2C_WEB,Co-ords,2385.65
2026-01-03,D2C_WEB,Trousers,1875.14
2026-01-03,D2C_WEB,Jackets,1166.77
2026-01-03,MYNTRA,Shirts,7898.9
2026-01-03,MYNTRA,T-Shirts,5742.33
2026-01-03,MYNTRA,Jeans,4010.64
2026-01-03,MYNTRA,Co-ords,4411.84
2026-01-03,MYNTRA,Trousers,3032.5
2026-01-03,MYNTRA,Jackets,1718.04
2026-01-03,FLIPKART,Shirts,3881.19
2026-01-03,FLIPKART,T-Shirts,4694.9
2026-01-03,FLIPKART,Jeans,2954.2
2026-01-03,FLIPKART,Co-ords,2664.94
2026-01-03,FLIPKART,Trousers,1814.16
2026-01-03,FLIPKART,Jackets,1705.39
2026-01-03,AJIO,Shirts,2709.66
2026-01-03,AJIO,T-Shirts,2509.54
2026-01-03,AJIO,Jeans,2427.98
2026-01-03,AJIO,Co-ords,1586.6
2026-01-03,AJIO,Trousers,1400.04
2026-01-03,AJIO,Jackets,1016.29
2026-01-04,D2C_APP,Shirts,6127.56
2026-01-04,D2C_APP,T-Shirts,5294.58
2026-01-04,D2C_APP,Jeans,5462.05
2026-01-04,D2C_APP,Co-ords,1997.52
2026-01-04,D2C_APP,Trousers,3019.42
2026-01-04,D2C_APP,Jackets,2447.9
2026-01-04,D2C_WEB,Shirts,5192.59
2026-01-04,D2C_WEB,T-Shirts,3577.94
2026-01-04,D2C_WEB,Jeans,3282.6
2026-01-04,D2C_WEB,Co-ords,1919.0
2026-01-04,D2C_WEB,Trousers,1108.74
2026-01-04,D2C_WEB,Jackets,1521.6
2026-01-04,MYNTRA,Shirts,9174.1
2026-01-04,MYNTRA,T-Shirts,7824.87
2026-01-04,MYNTRA,Jeans,6459.34
2026-01-04,MYNTRA,Co-ords,3861.58
2026-01-04,MYNTRA,Trousers,2036.18
2026-01-04,MYNTRA,Jackets,1753.04
2026-01-04,FLIPKART,Shirts,4940.79
2026-01-04,FLIPKART,T-Shirts,3612.65
2026-01-04,FLIPKART,Jeans,4393.16
2026-01-04,FLIPKART,Co-ords,2635.06
2026-01-04,FLIPKART,Trousers,1534.71
2026-01-04,FLIPKART,Jackets,1742.08
2026-01-04,AJIO,Shirts,3485.13
2026-01-04,AJIO,T-Shirts,1840.54
2026-01-04,AJIO,Jeans,1840.75
2026-01-04,AJIO,Co-ords,1394.41
2026-01-04,AJIO,Trousers,1424.52
2026-01-04,AJIO,Jackets,984.04
2026-01-05,D2C_APP,Shirts,3805.44
2026-01-05,D2C_APP,T-Shirts,5389.73
2026-01-05,D2C_APP,Jeans,3930.15
2026-01-05,D2C_APP,Co-ords,2096.92
2026-01-05,D2C_APP,Trousers,1553.65
2026-01-05,D2C_APP,Jackets,1325.86
2026-01-05,D2C_WEB,Shirts,3575.51
2026-01-05,D2C_WEB,T-Shirts,2864.08
2026-01-05,D2C_WEB,Jeans,1862.85
2026-01-05,D2C_WEB,Co-ords,1785.68
2026-01-05,D2C_WEB,Trousers,1383.18
2026-01-05,D2C_WEB,Jackets,811.32
2026-01-05,MYNTRA,Shirts,8693.18
2026-01-05,MYNTRA,T-Shirts,4788.0
2026-01-05,MYNTRA,Jeans,5183.37
2026-01-05,MYNTRA,Co-ords,3662.06
2026-01-05,MYNTRA,Trousers,2659.7
2026-01-05,MYNTRA,Jackets,1966.6
2026-01-05,FLIPKART,Shirts,3853.0
2026-01-05,FLIPKART,T-Shirts,3129.37
2026-01-05,FLIPKART,Jeans,2108.03
2026-01-05,FLIPKART,Co-ords,2098.0
2026-01-05,FLIPKART,Trousers,1208.67
2026-01-05,FLIPKART,Jackets,1128.88
2026-01-05,AJIO,Shirts,1809.2
2026-01-05,AJIO,T-Shirts,1626.38
2026-01-05,AJIO,Jeans,1597.75
2026-01-05,AJIO,Co-ords,812.79
2026-01-05,AJIO,Trousers,869.45
2026-01-05,AJIO,Jackets,655.1
2026-01-06,D2C_APP,Shirts,4799.03
2026-01-06,D2C_APP,T-Shirts,3906.21
2026-01-06,D2C_APP,Jeans,4493.79
2026-01-06,D2C_APP,Co-ords,1826.33
2026-01-06,D2C_APP,Trousers,1691.94
2026-01-06,D2C_APP,Jackets,1409.58
2026-01-06,D2C_WEB,Shirts,3297.73
2026-01-06,D2C_WEB,T-Shirts,2696.52
2026-01-06,D2C_WEB,Jeans,2706.57
2026-01-06,D2C_WEB,Co-ords,1790.13
2026-01-06,D2C_WEB,Trousers,1280.18
2026-01-06,D2C_WEB,Jackets,677.94
2026-01-06,MYNTRA,Shirts,8406.54
2026-01-06,MYNTRA,T-Shirts,4762.13
2026-01-06,MYNTRA,Jeans,4489.71
2026-01-06,MYNTRA,Co-ords,2083.19
2026-01-06,MYNTRA,Trousers,2303.74
2026-01-06,MYNTRA,Jackets,2423.48
2026-01-06,FLIPKART,Shirts,5756.7
2026-01-06,FLIPKART,T-Shirts,3064.81
2026-01-06,FLIPKART,Jeans,2122.76
2026-01-06,FLIPKART,Co-ords,1528.08
2026-01-06,FLIPKART,Trousers,1788.96
2026-01-06,FLIPKART,Jackets,1017.38
2026-01-06,AJIO,Shirts,2690.02
2026-01-06,AJIO,T-Shirts,1300.36
2026-01-06,AJIO,Jeans,1382.4
2026-01-06,AJIO,Co-ords,1121.16
2026-01-06,AJIO,Trousers,830.13
2026-01-06,AJIO,Jackets,501.08
2026-01-07,D2C_APP,Shirts,7226.98
2026-01-07,D2C_APP,T-Shirts,2957.74
2026-01-07,D2C_APP,Jeans,4208.92
2026-01-07,D2C_APP,Co-ords,2395.23
2026-01-07,D2C_APP,Trousers,1698.51
2026-01-07,D2C_APP,Jackets,1826.01
2026-01-07,D2C_WEB,Shirts,3971.61
2026-01-07,D2C_WEB,T-Shirts,1850.84
2026-01-07,D2C_WEB,Jeans,2353.79
2026-01-07,D2C_WEB,Co-ords,1366.36
2026-01-07,D2C_WEB,Trousers,1666.33
2026-01-07,D2C_WEB,Jackets,1249.78
2026-01-07,MYNTRA,Shirts,6269.61
2026-01-07,MYNTRA,T-Shirts,5528.5
2026-01-07,MYNTRA,Jeans,4664.34
2026-01-07,MYNTRA,Co-ords,2474.76
2026-01-07,MYNTRA,Trousers,1722.63
2026-01-07,MYNTRA,Jackets,1445.39
2026-01-07,FLIPKART,Shirts,3277.36
2026-01-07,FLIPKART,T-Shirts,2357.73
2026-01-07,FLIPKART,Jeans,2540.16
2026-01-07,FLIPKART,Co-ords,2326.68
2026-01-07,FLIPKART,Trousers,1528.09
2026-01-07,FLIPKART,Jackets,1230.48
2026-01-07,AJIO,Shirts,2602.31
2026-01-07,AJIO,T-Shirts,1275.77
2026-01-07,AJIO,Jeans,1590.68
2026-01-07,AJIO,Co-ords,861.7
2026-01-07,AJIO,Trousers,1089.63
2026-01-07,AJIO,Jackets,550.22
2026-01-08,D2C_APP,Shirts,4044.33
2026-01-08,D2C_APP,T-Shirts,3565.84
2026-01-08,D2C_APP,Jeans,4402.38
2026-01-08,D2C_APP,Co-ords,1512.23
2026-01-08,D2C_APP,Trousers,1858.44
2026-01-08,D2C_APP,Jackets,1587.05
2026-01-08,D2C_WEB,Shirts,4155.9
2026-01-08,D2C_WEB,T-Shirts,3308.58
2026-01-08,D2C_WEB,Jeans,1738.99
2026-01-08,D2C_WEB,Co-ords,1540.85
2026-01-08,D2C_WEB,Trousers,1059.62
2026-01-08,D2C_WEB,Jackets,938.02
2026-01-08,MYNTRA,Shirts,8482.61
2026-01-08,MYNTRA,T-Shirts,3685.9
2026-01-08,MYNTRA,Jeans,5148.94
2026-01-08,MYNTRA,Co-ords,2287.87
2026-01-08,MYNTRA,Trousers,1828.17
2026-01-08,MYNTRA,Jackets,1261.28
2026-01-08,FLIPKART,Shirts,3927.95
2026-01-08,FLIPKART,T-Shirts,3967.11
2026-01-08,FLIPKART,Jeans,3340.89
2026-01-08,FLIPKART,Co-ords,1404.9
2026-01-08,FLIPKART,Trousers,1143.74
2026-01-08,FLIPKART,Jackets,1415.7
2026-01-08,AJIO,Shirts,3138.17
2026-01-08,AJIO,T-Shirts,1925.26
2026-01-08,AJIO,Jeans,1132.03
2026-01-08,AJIO,Co-ords,815.52
2026-01-08,AJIO,Trousers,809.97
2026-01-08,AJIO,Jackets,797.93
2026-01-09,D2C_APP,Shirts,4101.03
2026-01-09,D2C_APP,T-Shirts,5461.81
2026-01-09,D2C_APP,Jeans,3208.92
2026-01-09,D2C_APP,Co-ords,1617.22
2026-01-09,D2C_APP,Trousers,2246.87
2026-01-09,D2C_APP,Jackets,1373.23
2026-01-09,D2C_WEB,Shirts,3588.99
2026-01-09,D2C_WEB,T-Shirts,2829.48
2026-01-09,D2C_WEB,Jeans,2803.55
2026-01-09,D2C_WEB,Co-ords,1117.51
2026-01-09,D2C_WEB,Trousers,1168.81
2026-01-09,D2C_WEB,Jackets,1223.16
2026-01-09,MYNTRA,Shirts,4875.52
2026-01-09,MYNTRA,T-Shirts,4195.39
2026-01-09,MYNTRA,Jeans,3174.1
2026-01-09,MYNTRA,Co-ords,2577.3
2026-01-09,MYNTRA,Trousers,3019.09
2026-01-09,MYNTRA,Jackets,1565.07
2026-01-09,FLIPKART,Shirts,5180.75
2026-01-09,FLIPKART,T-Shirts,3159.92
2026-01-09,FLIPKART,Jeans,3126.58
2026-01-09,FLIPKART,Co-ords,2057.83
2026-01-09,FLIPKART,Trousers,1622.01
2026-01-09,FLIPKART,Jackets,1287.54
2026-01-09,AJIO,Shirts,2752.37
2026-01-09,AJIO,T-Shirts,1781.08
2026-01-09,AJIO,Jeans,1452.92
2026-01-09,AJIO,Co-ords,998.16
2026-01-09,AJIO,Trousers,621.22
2026-01-09,AJIO,Jackets,756.59
2026-01-10,D2C_APP,Shirts,8139.69
2026-01-10,D2C_APP,T-Shirts,3720.62
2026-01-10,D2C_APP,Jeans,4049.95
2026-01-10,D2C_APP,Co-ords,2990.47
2026-01-10,D2C_APP,Trousers,2713.73
2026-01-10,D2C_APP,Jackets,2357.83
2026-01-10,D2C_WEB,Shirts,4005.42
2026-01-10,D2C_WEB,T-Shirts,4038.13
2026-01-10,D2C_WEB,Jeans,3873.31
2026-01-10,D2C_WEB,Co-ords,2244.18
2026-01-10,D2C_WEB,Trousers,2076.54
2026-01-10,D2C_WEB,Jackets,1134.68
2026-01-10,MYNTRA,Shirts,8051.29
2026-01-10,MYNTRA,T-Shirts,6013.88
2026-01-10,MYNTRA,Jeans,3604.43
2026-01-10,MYNTRA,Co-ords,4320.7
2026-01-10,MYNTRA,Trousers,3388.05
2026-01-10,MYNTRA,Jackets,2321.05
2026-01-10,FLIPKART,Shirts,6104.4
2026-01-10,FLIPKART,T-Shirts,3406.17
2026-01-10,FLIPKART,Jeans,2393.66
2026-01-10,FLIPKART,Co-ords,2953.43
2026-01-10,FLIPKART,Trousers,1519.61
2026-01-10,FLIPKART,Jackets,1359.59
2026-01-10,AJIO,Shirts,2291.94
2026-01-10,AJIO,T-Shirts,1622.53
2026-01-10,AJIO,Jeans,1856.17
2026-01-10,AJIO,Co-ords,1189.25
2026-01-10,AJIO,Trousers,1448.83
2026-01-10,AJIO,Jackets,587.7
2026-01-11,D2C_APP,Shirts,8474.27
2026-01-11,D2C_APP,T-Shirts,6288.17
2026-01-11,D2C_APP,Jeans,2994.29
2026-01-11,D2C_APP,Co-ords,2747.72
2026-01-11,D2C_APP,Trousers,2901.7
2026-01-11,D2C_APP,Jackets,2392.72
2026-01-11,D2C_WEB,Shirts,3337.24
2026-01-11,D2C_WEB,T-Shirts,4382.03
2026-01-11,D2C_WEB,Jeans,2890.45
2026-01-11,D2C_WEB,Co-ords,2451.4
2026-01-11,D2C_WEB,Trousers,1267.55
2026-01-11,D2C_WEB,Jackets,1213.57
2026-01-11,MYNTRA,Shirts,11979.3
2026-01-11,MYNTRA,T-Shirts,4611.93
2026-01-11,MYNTRA,Jeans,3638.72
2026-01-11,MYNTRA,Co-ords,3288.78
2026-01-11,MYNTRA,Trousers,2019.73
2026-01-11,MYNTRA,Jackets,2795.31
2026-01-11,FLIPKART,Shirts,5400.32
2026-01-11,FLIPKART,T-Shirts,5224.63
2026-01-11,FLIPKART,Jeans,3620.66
2026-01-11,FLIPKART,Co-ords,2790.96
2026-01-11,FLIPKART,Trousers,2524.27
2026-01-11,FLIPKART,Jackets,1546.13
2026-01-11,AJIO,Shirts,3306.17
2026-01-11,AJIO,T-Shirts,1871.76
2026-01-11,AJIO,Jeans,1748.02
2026-01-11,AJIO,Co-ords,1162.34
2026-01-11,AJIO,Trousers,1445.83
2026-01-11,AJIO,Jackets,1114.16
2026-01-12,D2C_APP,Shirts,4371.61
2026-01-12,D2C_APP,T-Shirts,3084.94
2026-01-12,D2C_APP,Jeans,4306.96
2026-01-12,D2C_APP,Co-ords,2090.95
2026-01-12,D2C_APP,Trousers,1504.06
2026-01-12,D2C_APP,Jackets,1085.95
2026-01-12,D2C_WEB,Shirts,3114.94
2026-01-12,D2C_WEB,T-Shirts,3253.49
2026-01-12,D2C_WEB,Jeans,2685.48
2026-01-12,D2C_WEB,Co-ords,1729.09
2026-01-12,D2C_WEB,Trousers,1191.24
2026-01-12,D2C_WEB,Jackets,1239.98
2026-01-12,MYNTRA,Shirts,6015.68
2026-01-12,MYNTRA,T-Shirts,5396.11
2026-01-12,MYNTRA,Jeans,4456.63
2026-01-12,MYNTRA,Co-ords,2249.82
2026-01-12,MYNTRA,Trousers,1867.78
2026-01-12,MYNTRA,Jackets,1424.71
2026-01-12,FLIPKART,Shirts,3476.2
2026-01-12,FLIPKART,T-Shirts,3158.66
2026-01-12,FLIPKART,Jeans,2263.45
2026-01-12,FLIPKART,Co-ords,2195.55
2026-01-12,FLIPKART,Trousers,1370.64
2026-01-12,FLIPKART,Jackets,974.39
2026-01-12,AJIO,Shirts,1716.45
2026-01-12,AJIO,T-Shirts,2332.68
2026-01-12,AJIO,Jeans,1469.26
2026-01-12,AJIO,Co-ords,1280.42
2026-01-12,AJIO,Trousers,713.16
2026-01-12,AJIO,Jackets,773.25
2026-01-13,D2C_APP,Shirts,6512.06
2026-01-13,D2C_APP,T-Shirts,5015.52
2026-01-13,D2C_APP,Jeans,3877.87
2026-01-13,D2C_APP,Co-ords,2811.06
2026-01-13,D2C_APP,Trousers,2115.5
2026-01-13,D2C_APP,Jackets,1349.91
2026-01-13,D2C_WEB,Shirts,4202.04
2026-01-13,D2C_WEB,T-Shirts,1948.25
2026-01-13,D2C_WEB,Jeans,2100.08
2026-01-13,D2C_WEB,Co-ords,1508.8
2026-01-13,D2C_WEB,Trousers,1205.06
2026-01-13,D2C_WEB,Jackets,854.86
2026-01-13,MYNTRA,Shirts,4621.45
2026-01-13,MYNTRA,T-Shirts,5121.24
2026-01-13,MYNTRA,Jeans,4440.71
2026-01-13,MYNTRA,Co-ords,2314.08
2026-01-13,MYNTRA,Trousers,3012.51
2026-01-13,MYNTRA,Jackets,1912.07
2026-01-13,FLIPKART,Shirts,5000.47
2026-01-13,FLIPKART,T-Shirts,4071.81
2026-01-13,FLIPKART,Jeans,2284.22
2026-01-13,FLIPKART,Co-ords,1301.35
2026-01-13,FLIPKART,Trousers,1787.79
2026-01-13,FLIPKART,Jackets,1381.75
2026-01-13,AJIO,Shirts,2204.1
2026-01-13,AJIO,T-Shirts,1612.45
2026-01-13,AJIO,Jeans,1947.04
2026-01-13,AJIO,Co-ords,748.08
2026-01-13,AJIO,Trousers,803.46
2026-01-13,AJIO,Jackets,789.56
2026-01-14,D2C_APP,Shirts,6377.74
2026-01-14,D2C_APP,T-Shirts,4302.45
2026-01-14,D2C_APP,Jeans,4300.69
2026-01-14,D2C_APP,Co-ords,1780.08
2026-01-14,D2C_APP,Trousers,2473.94
2026-01-14,D2C_APP,Jackets,1259.65
2026-01-14,D2C_WEB,Shirts,5021.11
2026-01-14,D2C_WEB,T-Shirts,2751.47
2026-01-14,D2C_WEB,Jeans,1933.04
2026-01-14,D2C_WEB,Co-ords,1160.09
2026-01-14,D2C_WEB,Trousers,1095.94
2026-01-14,D2C_WEB,Jackets,860.45
2026-01-14,MYNTRA,Shirts,5702.28
2026-01-14,MYNTRA,T-Shirts,6363.09
2026-01-14,MYNTRA,Jeans,3328.97
2026-01-14,MYNTRA,Co-ords,2117.78
2026-01-14,MYNTRA,Trousers,2168.81
2026-01-14,MYNTRA,Jackets,2071.0
2026-01-14,FLIPKART,Shirts,4985.44
2026-01-14,FLIPKART,T-Shirts,3014.46
2026-01-14,FLIPKART,Jeans,2910.02
2026-01-14,FLIPKART,Co-ords,1725.44
2026-01-14,FLIPKART,Trousers,1197.86
2026-01-14,FLIPKART,Jackets,970.48
2026-01-14,AJIO,Shirts,2345.95
2026-01-14,AJIO,T-Shirts,2429.69
2026-01-14,AJIO,Jeans,1960.9
2026-01-14,AJIO,Co-ords,918.23
2026-01-14,AJIO,Trousers,1028.93
2026-01-14,AJIO,Jackets,464.4
2026-01-15,D2C_APP,Shirts,4818.74
2026-01-15,D2C_APP,T-Shirts,3928.34
2026-01-15,D2C_APP,Jeans,4008.9
2026-01-15,D2C_APP,Co-ords,2695.07
2026-01-15,D2C_APP,Trousers,1552.99
2026-01-15,D2C_APP,Jackets,1050.64
2026-01-15,D2C_WEB,Shirts,4075.27
2026-01-15,D2C_WEB,T-Shirts,3565.46
2026-01-15,D2C_WEB,Jeans,2985.42
2026-01-15,D2C_WEB,Co-ords,1324.93
2026-01-15,D2C_WEB,Trousers,1211.27
2026-01-15,D2C_WEB,Jackets,824.63
2026-01-15,MYNTRA,Shirts,4921.5
2026-01-15,MYNTRA,T-Shirts,4803.68
2026-01-15,MYNTRA,Jeans,4914.34
2026-01-15,MYNTRA,Co-ords,2338.17
2026-01-15,MYNTRA,Trousers,1787.95
2026-01-15,MYNTRA,Jackets,1509.32
2026-01-15,FLIPKART,Shirts,3626.66
2026-01-15,FLIPKART,T-Shirts,2605.36
2026-01-15,FLIPKART,Jeans,3194.13
2026-01-15,FLIPKART,Co-ords,1985.12
2026-01-15,FLIPKART,Trousers,1099.66
2026-01-15,FLIPKART,Jackets,1211.48
2026-01-15,AJIO,Shirts,2159.86
2026-01-15,AJIO,T-Shirts,1604.37
2026-01-15,AJIO,Jeans,1952.14
2026-01-15,AJIO,Co-ords,787.06
2026-01-15,AJIO,Trousers,976.54
2026-01-15,AJIO,Jackets,607.76
2026-01-16,D2C_APP,Shirts,4609.58
2026-01-16,D2C_APP,T-Shirts,3875.21
2026-01-16,D2C_APP,Jeans,3128.0
2026-01-16,D2C_APP,Co-ords,1800.87
2026-01-16,D2C_APP,Trousers,1421.82
2026-01-16,D2C_APP,Jackets,1721.76
2026-01-16,D2C_WEB,Shirts,3551.07
2026-01-16,D2C_WEB,T-Shirts,2117.58
2026-01-16,D2C_WEB,Jeans,2939.19
2026-01-16,D2C_WEB,Co-ords,1382.68
2026-01-16,D2C_WEB,Trousers,1363.43
2026-01-16,D2C_WEB,Jackets,783.66
2026-01-16,MYNTRA,Shirts,6793.36
2026-01-16,MYNTRA,T-Shirts,5804.77
2026-01-16,MYNTRA,Jeans,4947.11
2026-01-16,MYNTRA,Co-ords,2801.85
2026-01-16,MYNTRA,Trousers,2885.0
2026-01-16,MYNTRA,Jackets,1910.07
2026-01-16,FLIPKART,Shirts,4893.64
2026-01-16,FLIPKART,T-Shirts,2502.86
2026-01-16,FLIPKART,Jeans,3009.27
2026-01-16,FLIPKART,Co-ords,2247.09
2026-01-16,FLIPKART,Trousers,1373.62
2026-01-16,FLIPKART,Jackets,1190.79
2026-01-16,AJIO,Shirts,2329.94
2026-01-16,AJIO,T-Shirts,1974.64
2026-01-16,AJIO,Jeans,1082.94
2026-01-16,AJIO,Co-ords,954.63
2026-01-16,AJIO,Trousers,1003.2
2026-01-16,AJIO,Jackets,501.32
2026-01-17,D2C_APP,Shirts,7937.72
2026-01-17,D2C_APP,T-Shirts,4618.52
2026-01-17,D2C_APP,Jeans,5315.55
2026-01-17,D2C_APP,Co-ords,2258.88
2026-01-17,D2C_APP,Trousers,1941.1
2026-01-17,D2C_APP,Jackets,1476.67
2026-01-17,D2C_WEB,Shirts,6235.12
2026-01-17,D2C_WEB,T-Shirts,2433.15
2026-01-17,D2C_WEB,Jeans,2887.21
2026-01-17,D2C_WEB,Co-ords,2155.74
2026-01-17,D2C_WEB,Trousers,1471.07
2026-01-17,D2C_WEB,Jackets,1087.49
2026-01-17,MYNTRA,Shirts,7696.83
2026-01-17,MYNTRA,T-Shirts,4988.28
2026-01-17,MYNTRA,Jeans,5178.07
2026-01-17,MYNTRA,Co-ords,2834.29
2026-01-17,MYNTRA,Trousers,2671.53
2026-01-17,MYNTRA,Jackets,2377.3
2026-01-17,FLIPKART,Shirts,7207.16
2026-01-17,FLIPKART,T-Shirts,3066.79
2026-01-17,FLIPKART,Jeans,3253.07
2026-01-17,FLIPKART,Co-ords,2620.8
2026-01-17,FLIPKART,Trousers,2417.38
2026-01-17,FLIPKART,Jackets,1140.94
2026-01-17,AJIO,Shirts,3191.24
2026-01-17,AJIO,T-Shirts,1682.9
2026-01-17,AJIO,Jeans,1419.5
2026-01-17,AJIO,Co-ords,947.55
2026-01-17,AJIO,Trousers,1354.61
2026-01-17,AJIO,Jackets,763.77
2026-01-18,D2C_APP,Shirts,7600.01
2026-01-18,D2C_APP,T-Shirts,4457.41
2026-01-18,D2C_APP,Jeans,3155.62
2026-01-18,D2C_APP,Co-ords,3342.63
2026-01-18,D2C_APP,Trousers,2598.16
2026-01-18,D2C_APP,Jackets,2171.01
2026-01-18,D2C_WEB,Shirts,6001.77
2026-01-18,D2C_WEB,T-Shirts,3060.89
2026-01-18,D2C_WEB,Jeans,2808.31
2026-01-18,D2C_WEB,Co-ords,2470.58
2026-01-18,D2C_WEB,Trousers,1478.8
2026-01-18,D2C_WEB,Jackets,1014.17
2026-01-18,MYNTRA,Shirts,7397.34
2026-01-18,MYNTRA,T-Shirts,7660.05
2026-01-18,MYNTRA,Jeans,4532.45
2026-01-18,MYNTRA,Co-ords,3213.63
2026-01-18,MYNTRA,Trousers,2010.74
2026-01-18,MYNTRA,Jackets,2402.45
2026-01-18,FLIPKART,Shirts,4140.67
2026-01-18,FLIPKART,T-Shirts,3984.83
2026-01-18,FLIPKART,Jeans,3653.59
2026-01-18,FLIPKART,Co-ords,1572.99
2026-01-18,FLIPKART,Trousers,1823.38
2026-01-18,FLIPKART,Jackets,1824.44
2026-01-18,AJIO,Shirts,3921.88
2026-01-18,AJIO,T-Shirts,2415.11
2026-01-18,AJIO,Jeans,1463.76
2026-01-18,AJIO,Co-ords,1007.99
2026-01-18,AJIO,Trousers,1288.99
2026-01-18,AJIO,Jackets,958.09
2026-01-19,D2C_APP,Shirts,7382.77
2026-01-19,D2C_APP,T-Shirts,5036.53
2026-01-19,D2C_APP,Jeans,3614.72
2026-01-19,D2C_APP,Co-ords,2465.9
2026-01-19,D2C_APP,Trousers,1549.35
2026-01-19,D2C_APP,Jackets,1026.66
2026-01-19,D2C_WEB,Shirts,4573.31
2026-01-19,D2C_WEB,T-Shirts,2402.87
2026-01-19,D2C_WEB,Jeans,1865.88
2026-01-19,D2C_WEB,Co-ords,1584.73
