return_id,order_id,return_date,return_reason,refund_amount,reverse_logistics_cost
RT0046568,SN260211046568,2026-02-22,Size issue,763.4,80
RT0046575,SN251010046575,2025-10-13,Changed mind,2864.59,80
RT0046582,SN251107046582,2025-11-10,Size issue,997.55,80
RT0046584,SN260108046584,2026-01-13,Size issue,1727.69,80
RT0046596,SN251202046596,2025-12-16,Size issue,2577.12,80
RT0046609,SN251201046609,2025-12-07,Size issue,1405.74,80
RT0046612,SN260213046612,2026-02-22,Late delivery,1734.18,80
RT0046626,SN251024046626,2025-11-01,Quality not as expected,844.1,80
RT0046639,SN260219046639,2026-02-23,Size issue,1439.47,80
RT0046643,SN260309046643,2026-03-18,Quality not as expected,1218.0,80
RT0046645,SN251028046645,2025-11-10,Changed mind,1971.58,80
RT0046656,SN260213046656,2026-02-17,Style/fit not as expected,1255.49,80
RT0046658,SN251001046658,2025-10-11,Quality not as expected,2485.48,0
RT0046660,SN260111046660,2026-01-25,Quality not as expected,1552.36,80
RT0046665,SN251112046665,2025-11-26,Size issue,1228.26,80
RT0046666,SN251122046666,2025-12-02,Style/fit not as expected,1655.71,80
RT0046669,SN260220046669,2026-02-25,Wrong item delivered,1274.18,0
RT0046680,SN251125046680,2025-12-06,Style/fit not as expected,990.36,80
RT0046692,SN260130046692,2026-02-09,Quality not as expected,1349.37,80
RT0046695,SN251002046695,2025-10-16,Size issue,681.15,80
RT0046703,SN260321046703,2026-03-31,Style/fit not as expected,1671.8,80
RT0046708,SN251015046708,2025-10-26,Quality not as expected,2261.14,80
RT0046712,SN251029046712,2025-11-12,Size issue,1624.09,80
RT0046723,SN251002046723,2025-10-04,Quality not as expected,1595.99,80
RT0046729,SN251016046729,2025-10-19,Size issue,1428.66,80
RT0046732,SN251006046732,2025-10-09,Late delivery,1054.33,80
RT0046740,SN251126046740,2025-12-04,Style/fit not as expected,2327.86,80
RT0046745,SN260220046745,2026-02-22,Style/fit not as expected,1746.0,80
RT0046747,SN251217046747,2025-12-28,Wrong item delivered,983.86,80
RT0046750,SN260123046750,2026-02-02,Late delivery,1763.69,80
RT0046752,SN251122046752,2025-11-29,Style/fit not as expected,1010.75,80
RT0046764,SN251202046764,2025-12-13,Size issue,1974.2,80
RT0046776,SN251112046776,2025-11-22,Size issue,1884.08,0
RT0046785,SN251016046785,2025-10-24,Size issue,1367.01,80
RT0046795,SN251204046795,2025-12-13,Quality not as expected,1718.06,80
RT0046808,SN260318046808,2026-03-20,Size issue,1897.93,80
RT0046812,SN251119046812,2025-12-03,Style/fit not as expected,1075.08,80
RT0046813,SN260218046813,2026-02-26,Style/fit not as expected,2525.76,80
RT0046815,SN251129046815,2025-12-06,Wrong item delivered,1003.93,80
RT0046820,SN251117046820,2025-11-23,Style/fit not as expected,2470.04,80
RT0046835,SN260216046835,2026-02-19,Style/fit not as expected,1811.85,80
RT0046840,SN260220046840,2026-03-02,Style/fit not as expected,4203.38,80
RT0046849,SN251213046849,2025-12-21,Changed mind,3596.28,80
RT0046850,SN260128046850,2026-02-03,Changed mind,1430.94,80
RT0046857,SN260319046857,2026-03-30,Size issue,1622.13,80
RT0046860,SN260313046860,2026-03-22,Quality not as expected,1696.79,80
RT0046863,SN260105046863,2026-01-18,Quality not as expected,2438.6,80
RT0046868,SN260115046868,2026-01-18,Size issue,1456.62,80
RT0046879,SN251019046879,2025-10-31,Changed mind,1694.53,80
RT0046881,SN260122046881,2026-01-25,Size issue,871.92,80
RT0046886,SN260219046886,2026-02-25,Changed mind,1436.88,80
RT0046887,SN260323046887,2026-03-29,Style/fit not as expected,1932.32,80
RT0046896,SN260216046896,2026-03-01,Quality not as expected,867.78,80
RT0046913,SN251129046913,2025-12-03,Late delivery,2907.46,80
RT0046915,SN251214046915,2025-12-25,Wrong item delivered,2765.64,80
RT0046922,SN251009046922,2025-10-22,Size issue,3048.4,80
RT0046929,SN251119046929,2025-11-29,Quality not as expected,1523.79,80
RT0046933,SN260114046933,2026-01-18,Style/fit not as expected,617.23,80
RT0046935,SN251007046935,2025-10-13,Size issue,1090.1,80
RT0046946,SN260312046946,2026-03-17,Late delivery,1212.74,80
RT0046958,SN251212046958,2025-12-19,Late delivery,679.61,80
RT0046959,SN251108046959,2025-11-17,Size issue,1592.29,80
RT0046964,SN260108046964,2026-01-14,Quality not as expected,3441.42,80
RT0046967,SN260116046967,2026-01-26,Style/fit not as expected,1516.83,80
RT0046968,SN251029046968,2025-11-01,Changed mind,1174.3,80
RT0046972,SN251230046972,2026-01-02,Size issue,2306.53,0
RT0046973,SN260119046973,2026-01-31,Size issue,1544.19,80
RT0046975,SN251118046975,2025-11-23,Style/fit not as expected,2036.66,80
RT0047000,SN251124047000,2025-11-27,Size issue,4283.78,80
RT0047009,SN251030047009,2025-11-08,Changed mind,1739.84,80
RT0047014,SN260109047014,2026-01-19,Quality not as expected,1828.27,80
RT0047015,SN251113047015,2025-11-24,Late delivery,1673.62,80
RT0047020,SN251104047020,2025-11-08,Size issue,1085.49,80
RT0047027,SN251118047027,2025-11-30,Size issue,1209.89,80
RT0047029,SN251015047029,2025-10-28,Style/fit not as expected,2309.83,80
RT0047031,SN260107047031,2026-01-13,Quality not as expected,2202.01,80
RT0047039,SN260304047039,2026-03-12,Late delivery,2758.46,80
RT0047041,SN251229047041,2026-01-11,Style/fit not as expected,2213.15,80
RT0047045,SN260206047045,2026-02-19,Wrong item delivered,685.4,80
RT0047048,SN260222047048,2026-03-07,Size issue,990.26,80
RT0047051,SN251219047051,2025-12-25,Size issue,789.51,80
RT0047065,SN260117047065,2026-01-26,Size issue,722.4,80
RT0047068,SN260102047068,2026-01-13,Size issue,1345.41,80
RT0047083,SN251019047083,2025-10-25,Size issue,2341.41,80
RT0047085,SN260220047085,2026-03-01,Size issue,1590.42,80
RT0047086,SN260304047086,2026-03-08,Size issue,2031.42,80
RT0047090,SN260218047090,2026-02-22,Size issue,1196.62,80
RT0047093,SN251014047093,2025-10-17,Size issue,1389.58,80
RT0047102,SN251114047102,2025-11-19,Quality not as expected,721.99,80
RT0047103,SN260324047103,2026-03-28,Size issue,1573.95,80
RT0047107,SN251106047107,2025-11-16,Size issue,1948.55,80
RT0047109,SN251025047109,2025-11-03,Size issue,1893.6,80
RT0047117,SN251027047117,2025-11-09,Style/fit not as expected,2931.78,80
RT0047118,SN251111047118,2025-11-25,Size issue,2641.12,80
RT0047119,SN260304047119,2026-03-18,Quality not as expected,561.27,80
RT0047132,SN251213047132,2025-12-19,Late delivery,1599.95,80
RT0047137,SN260212047137,2026-02-23,Size issue,736.43,80
RT0047147,SN260222047147,2026-03-02,Size issue,1322.96,80
RT0047151,SN251011047151,2025-10-21,Size issue,1297.55,80
RT0047161,SN251230047161,2026-01-09,Size issue,883.17,80
RT0047164,SN251016047164,2025-10-23,Size issue,888.55,80
RT0047165,SN251227047165,2026-01-10,Wrong item delivered,1192.49,80
RT0047170,SN251030047170,2025-11-04,Size issue,1323.97,80
RT0047171,SN251117047171,2025-11-29,Quality not as expected,5791.34,80
RT0047175,SN260110047175,2026-01-12,Size issue,2907.18,80
RT0047187,SN260224047187,2026-03-05,Size issue,3648.18,80
RT0047191,SN260317047191,2026-03-22,Changed mind,1236.85,0
RT0047197,SN260227047197,2026-03-13,Quality not as expected,1881.54,80
RT0047201,SN260128047201,2026-02-06,Size issue,1676.04,80
RT0047202,SN260213047202,2026-02-15,Late delivery,2202.94,80
RT0047209,SN251226047209,2025-12-31,Style/fit not as expected,937.08,80
RT0047214,SN251217047214,2025-12-22,Quality not as expected,1580.75,80
RT0047216,SN251003047216,2025-10-05,Size issue,2509.58,0
RT0047218,SN260320047218,2026-03-26,Size issue,2183.86,80
RT0047219,SN251205047219,2025-12-18,Size issue,1498.81,80
RT0047224,SN251022047224,2025-10-28,Quality not as expected,1170.32,80
RT0047227,SN260108047227,2026-01-18,Style/fit not as expected,1636.26,80
RT0047232,SN251109047232,2025-11-18,Late delivery,2682.65,80
RT0047243,SN260317047243,2026-03-22,Size issue,1287.3,0
RT0047257,SN260225047257,2026-03-08,Changed mind,1525.02,80
RT0047271,SN251226047271,2026-01-05,Size issue,1685.33,80
RT0047274,SN251222047274,2025-12-26,Size issue,3805.41,80
RT0047277,SN251201047277,2025-12-03,Size issue,1315.68,80
RT0047281,SN260217047281,2026-02-23,Style/fit not as expected,1619.16,80
RT0047290,SN251201047290,2025-12-13,Size issue,4117.3,80
RT0047296,SN260325047296,2026-03-28,Style/fit not as expected,1220.9,80
RT0047298,SN251128047298,2025-12-07,Style/fit not as expected,3320.94,0
RT0047307,SN251123047307,2025-12-03,Late delivery,2331.14,80
RT0047314,SN251006047314,2025-10-14,Quality not as expected,1634.88,80
RT0047320,SN251223047320,2026-01-01,Style/fit not as expected,1165.69,80
RT0047324,SN260123047324,2026-01-31,Late delivery,676.53,80
RT0047335,SN251031047335,2025-11-08,Quality not as expected,5798.72,80
RT0047338,SN260204047338,2026-02-09,Style/fit not as expected,1414.41,80
RT0047339,SN260319047339,2026-03-24,Changed mind,1190.02,80
RT0047344,SN260309047344,2026-03-17,Style/fit not as expected,1024.05,80
RT0047350,SN251016047350,2025-10-27,Style/fit not as expected,1644.87,80
RT0047353,SN260306047353,2026-03-09,Size issue,1608.59,80
RT0047358,SN251008047358,2025-10-10,Quality not as expected,3463.36,80
RT0047370,SN251222047370,2026-01-01,Size issue,1213.56,80
RT0047371,SN251101047371,2025-11-09,Style/fit not as expected,1316.06,80
RT0047383,SN260207047383,2026-02-12,Size issue,1637.88,80
RT0047408,SN260213047408,2026-02-15,Size issue,2842.77,80
RT0047420,SN251106047420,2025-11-16,Size issue,1718.31,80
RT0047422,SN251202047422,2025-12-12,Size issue,1700.38,80
RT0047427,SN260210047427,2026-02-22,Size issue,1892.3,80
RT0047432,SN260122047432,2026-02-01,Style/fit not as expected,1414.76,80
RT0047433,SN260202047433,2026-02-05,Style/fit not as expected,1078.52,80
RT0047439,SN260222047439,2026-02-28,Style/fit not as expected,683.28,80
RT0047442,SN251111047442,2025-11-19,Wrong item delivered,1804.33,80
RT0047443,SN251010047443,2025-10-23,Quality not as expected,3320.88,80
RT0047448,SN251107047448,2025-11-15,Size issue,1045.71,80
RT0047449,SN260102047449,2026-01-15,Wrong item delivered,1100.45,80
RT0047450,SN251012047450,2025-10-16,Size issue,1407.84,80
RT0047453,SN251204047453,2025-12-10,Size issue,1717.89,80
RT0047456,SN260220047456,2026-02-23,Quality not as expected,2557.38,80
RT0047457,SN251109047457,2025-11-19,Late delivery,3469.18,80
RT0047470,SN251228047470,2026-01-03,Style/fit not as expected,1762.5,80
RT0047476,SN260112047476,2026-01-15,Size issue,1058.28,80
RT0047477,SN251015047477,2025-10-20,Size issue,3745.16,80
RT0047479,SN251015047479,2025-10-28,Quality not as expected,1353.51,80
RT0047482,SN260111047482,2026-01-15,Quality not as expected,3305.38,80
RT0047485,SN251002047485,2025-10-12,Size issue,673.9,80
RT0047491,SN251211047491,2025-12-18,Size issue,1492.56,80
RT0047494,SN260320047494,2026-03-25,Size issue,1351.19,80
RT0047530,SN251223047530,2025-12-28,Size issue,5878.42,80
RT0047535,SN251107047535,2025-11-10,Late delivery,1169.47,80
RT0047548,SN251108047548,2025-11-18,Style/fit not as expected,2299.42,80
RT0047549,SN251009047549,2025-10-23,Quality not as expected,1756.94,80
RT0047563,SN260225047563,2026-02-28,Size issue,2230.47,80
RT0047565,SN251027047565,2025-11-02,Size issue,1793.31,80
RT0047566,SN260120047566,2026-01-23,Size issue,1240.21,80
RT0047569,SN260213047569,2026-02-17,Size issue,1804.28,80
RT0047577,SN260120047577,2026-01-22,Size issue,1525.16,80
RT0047595,SN251109047595,2025-11-16,Size issue,1477.2,80
RT0047600,SN260313047600,2026-03-18,Style/fit not as expected,1239.98,80
RT0047605,SN251218047605,2025-12-25,Late delivery,2409.02,80
RT0047606,SN251102047606,2025-11-13,Size issue,1758.46,80
RT0047618,SN260127047618,2026-02-03,Size issue,1552.96,80
RT0047627,SN260328047627,2026-03-30,Size issue,2865.24,80
RT0047632,SN251110047632,2025-11-18,Style/fit not as expected,1269.47,80
RT0047637,SN260106047637,2026-01-17,Style/fit not as expected,1749.17,80
RT0047641,SN260217047641,2026-02-28,Quality not as expected,1476.31,80
RT0047653,SN251118047653,2025-11-26,Quality not as expected,3843.0,80
RT0047655,SN251016047655,2025-10-27,Size issue,1345.59,80
RT0047658,SN251010047658,2025-10-14,Quality not as expected,858.15,80
RT0047663,SN251104047663,2025-11-11,Style/fit not as expected,2180.03,80
RT0047684,SN251212047684,2025-12-23,Changed mind,906.94,80
RT0047686,SN251216047686,2025-12-28,Size issue,1452.1,80
RT0047689,SN251203047689,2025-12-16,Wrong item delivered,1726.94,80
RT0047696,SN251221047696,2026-01-03,Size issue,1334.23,80
RT0047701,SN260213047701,2026-02-23,Size issue,926.05,80
RT0047703,SN260101047703,2026-01-15,Style/fit not as expected,1749.53,80
RT0047709,SN251022047709,2025-11-02,Style/fit not as expected,5141.31,80
RT0047715,SN251208047715,2025-12-17,Quality not as expected,1994.38,80
RT0047716,SN260110047716,2026-01-20,Size issue,1455.76,80
RT0047717,SN260123047717,2026-01-28,Style/fit not as expected,1182.3,80
RT0047718,SN260111047718,2026-01-18,Changed mind,952.89,80
RT0047727,SN260216047727,2026-02-24,Size issue,1363.49,80
RT0047733,SN251015047733,2025-10-17,Late delivery,1345.8,80
RT0047734,SN251128047734,2025-12-05,Size issue,2370.62,80
RT0047736,SN251007047736,2025-10-21,Quality not as expected,2114.48,80
RT0047737,SN251018047737,2025-10-29,Quality not as expected,1022.84,80
RT0047738,SN251128047738,2025-11-30,Late delivery,1806.32,80
RT0047741,SN251202047741,2025-12-12,Late delivery,2564.22,80
RT0047748,SN260218047748,2026-02-23,Quality not as expected,1332.13,80
RT0047756,SN260205047756,2026-02-15,Changed mind,1636.94,80
RT0047768,SN251130047768,2025-12-05,Changed mind,618.46,80
RT0047773,SN251213047773,2025-12-18,Wrong item delivered,1991.05,80
RT0047775,SN251004047775,2025-10-13,Size issue,621.94,80
RT0047776,SN260201047776,2026-02-04,Quality not as expected,4986.38,80
RT0047777,SN251127047777,2025-12-10,Size issue,2119.23,80
RT0047779,SN260309047779,2026-03-18,Style/fit not as expected,2690.26,80
RT0047784,SN260209047784,2026-02-22,Size issue,1885.05,80
RT0047786,SN251117047786,2025-11-22,Wrong item delivered,1575.33,80
RT0047796,SN251105047796,2025-11-15,Late delivery,1410.62,80
RT0047813,SN251117047813,2025-11-24,Size issue,2289.27,80
RT0047819,SN251114047819,2025-11-18,Style/fit not as expected,1241.42,80
RT0047824,SN260221047824,2026-02-27,Changed mind,3013.5,80
RT0047825,SN251116047825,2025-11-30,Quality not as expected,1321.89,80
RT0047826,SN260214047826,2026-02-17,Late delivery,1260.16,80
RT0047830,SN260205047830,2026-02-13,Size issue,774.03,80
RT0047837,SN251021047837,2025-11-04,Quality not as expected,1862.22,80
RT0047838,SN251211047838,2025-12-17,Late delivery,1455.49,80
RT0047848,SN260108047848,2026-01-11,Size issue,2074.72,0
RT0047852,SN260313047852,2026-03-24,Style/fit not as expected,1096.26,80
RT0047853,SN260312047853,2026-03-25,Late delivery,691.39,80
RT0047859,SN260202047859,2026-02-08,Size issue,1242.65,80
RT0047862,SN251019047862,2025-10-21,Size issue,2040.77,80
RT0047879,SN251209047879,2025-12-13,Style/fit not as expected,3288.98,80
RT0047881,SN251020047881,2025-10-26,Size issue,2686.78,80
RT0047884,SN260204047884,2026-02-14,Changed mind,2153.7,80
RT0047887,SN260119047887,2026-01-27,Size issue,1945.67,80
RT0047900,SN251017047900,2025-10-20,Quality not as expected,1845.99,80
RT0047908,SN251010047908,2025-10-12,Style/fit not as expected,1429.78,80
RT0047925,SN251105047925,2025-11-13,Size issue,2921.94,0
RT0047926,SN260115047926,2026-01-22,Style/fit not as expected,1754.34,80
RT0047928,SN251113047928,2025-11-23,Quality not as expected,2518.84,80
RT0047929,SN251011047929,2025-10-19,Size issue,1713.0,80
RT0047930,SN260106047930,2026-01-11,Changed mind,4314.74,80
RT0047939,SN251211047939,2025-12-13,Size issue,2085.76,80
RT0047941,SN251030047941,2025-11-10,Style/fit not as expected,1924.65,80
RT0047945,SN251028047945,2025-11-04,Wrong item delivered,3538.64,80
RT0047961,SN251010047961,2025-10-17,Size issue,1357.57,80
RT0047971,SN260223047971,2026-03-08,Size issue,1251.66,80
RT0047979,SN260311047979,2026-03-13,Size issue,3425.34,80
RT0047984,SN260305047984,2026-03-16,Style/fit not as expected,1176.71,80
RT0047987,SN260206047987,2026-02-09,Size issue,5207.46,80
RT0047988,SN260316047988,2026-03-25,Style/fit not as expected,1142.94,80
RT0047989,SN251217047989,2025-12-21,Quality not as expected,804.5,80
RT0047990,SN251026047990,2025-11-06,Style/fit not as expected,755.23,80
RT0047995,SN260305047995,2026-03-18,Size issue,1447.32,80
RT0048003,SN260108048003,2026-01-11,Style/fit not as expected,598.18,80
RT0048007,SN251010048007,2025-10-15,Size issue,1583.84,80
RT0048008,SN251209048008,2025-12-20,Size issue,1690.33,0
RT0048010,SN251208048010,2025-12-20,Size issue,1558.21,80
RT0048012,SN251221048012,2026-01-03,Late delivery,2253.74,80
RT0048017,SN260311048017,2026-03-16,Style/fit not as expected,3075.24,80
RT0048018,SN251225048018,2026-01-02,Changed mind,1052.47,80
RT0048023,SN251008048023,2025-10-10,Size issue,994.36,80
RT0048029,SN251127048029,2025-12-07,Quality not as expected,1330.79,80
RT0048031,SN251218048031,2025-12-31,Size issue,698.86,80
RT0048034,SN251014048034,2025-10-16,Size issue,2710.09,80
RT0048039,SN251016048039,2025-10-24,Size issue,3460.38,80
RT0048040,SN251201048040,2025-12-13,Size issue,1803.66,0
RT0048045,SN251219048045,2025-12-30,Size issue,1455.74,80
RT0048049,SN251117048049,2025-11-20,Size issue,2868.6,80
RT0048050,SN251210048050,2025-12-23,Style/fit not as expected,3523.52,80
RT0048054,SN251115048054,2025-11-22,Style/fit not as expected,782.71,80
RT0048074,SN260124048074,2026-02-04,Size issue,2599.87,80
RT0048082,SN251010048082,2025-10-12,Wrong item delivered,820.14,80
RT0048083,SN260119048083,2026-02-01,Changed mind,2414.21,80
RT0048113,SN251203048113,2025-12-16,Style/fit not as expected,2482.24,80
RT0048125,SN251218048125,2025-12-23,Quality not as expected,2308.38,80
RT0048128,SN251126048128,2025-12-07,Quality not as expected,824.71,80
RT0048131,SN260210048131,2026-02-15,Style/fit not as expected,1703.22,80
RT0048133,SN260225048133,2026-02-27,Style/fit not as expected,1580.84,80
RT0048134,SN260225048134,2026-03-10,Size issue,3313.32,80
RT0048150,SN260116048150,2026-01-23,Style/fit not as expected,1303.89,80
RT0048162,SN251114048162,2025-11-19,Quality not as expected,1609.51,80
RT0048164,SN260223048164,2026-03-08,Quality not as expected,1363.95,80
RT0048170,SN251116048170,2025-11-26,Size issue,2547.42,80
RT0048176,SN251224048176,2026-01-05,Quality not as expected,669.71,80
RT0048192,SN251001048192,2025-10-13,Style/fit not as expected,1301.48,80
RT0048197,SN251229048197,2026-01-11,Wrong item delivered,1074.4,80
RT0048204,SN260306048204,2026-03-10,Wrong item delivered,578.22,80
RT0048209,SN260309048209,2026-03-18,Changed mind,1999.29,80
RT0048211,SN260308048211,2026-03-22,Size issue,1935.08,80
RT0048213,SN260304048213,2026-03-08,Style/fit not as expected,4925.76,80
RT0048224,SN251229048224,2026-01-04,Late delivery,2445.72,80
RT0048227,SN260113048227,2026-01-16,Quality not as expected,1660.49,80
RT0048228,SN260227048228,2026-03-05,Style/fit not as expected,2055.29,0
RT0048235,SN260130048235,2026-02-05,Size issue,1432.32,80
RT0048255,SN260101048255,2026-01-07,Style/fit not as expected,1613.47,80
RT0048257,SN260101048257,2026-01-12,Size issue,2574.51,80
RT0048261,SN260121048261,2026-01-31,Quality not as expected,1522.28,80
RT0048265,SN260213048265,2026-02-27,Size issue,1103.52,80
RT0048271,SN260213048271,2026-02-17,Size issue,1398.41,80
RT0048287,SN251222048287,2026-01-03,Size issue,461.04,80
RT0048288,SN260126048288,2026-02-09,Size issue,1189.46,80
RT0048291,SN260314048291,2026-03-17,Size issue,2589.44,80
RT0048292,SN260124048292,2026-02-06,Size issue,794.39,80
RT0048303,SN251103048303,2025-11-15,Quality not as expected,1831.8,80
RT0048310,SN251107048310,2025-11-10,Size issue,1614.82,80
RT0048320,SN260104048320,2026-01-13,Size issue,1582.43,80
RT0048325,SN251001048325,2025-10-04,Quality not as expected,1266.44,80
RT0048328,SN251217048328,2025-12-28,Wrong item delivered,1455.74,80
RT0048331,SN260319048331,2026-03-21,Quality not as expected,1715.08,80
RT0048332,SN251003048332,2025-10-12,Size issue,3187.62,80
RT0048334,SN251113048334,2025-11-23,Size issue,1762.72,80
RT0048345,SN260227048345,2026-03-04,Style/fit not as expected,2372.38,80
RT0048349,SN260129048349,2026-02-05,Size issue,2644.44,80
RT0048351,SN251127048351,2025-12-11,Quality not as expected,2122.34,80
RT0048355,SN260315048355,2026-03-27,Quality not as expected,1811.28,80
RT0048357,SN260304048357,2026-03-13,Size issue,2942.18,80
RT0048362,SN251022048362,2025-10-27,Size issue,1011.22,80
RT0048368,SN260220048368,2026-03-06,Size issue,741.38,80
RT0048372,SN251023048372,2025-11-02,Changed mind,1791.42,80
RT0048373,SN251111048373,2025-11-24,Size issue,1319.49,80
RT0048376,SN260119048376,2026-01-30,Size issue,1390.7,80
RT0048386,SN260202048386,2026-02-05,Size issue,1958.86,80
RT0048404,SN260307048404,2026-03-16,Size issue,2953.77,80
RT0048405,SN260215048405,2026-02-26,Size issue,1456.65,80
RT0048414,SN251217048414,2025-12-22,Quality not as expected,912.82,80
RT0048431,SN251222048431,2025-12-30,Size issue,1225.24,0
RT0048432,SN251219048432,2025-12-24,Quality not as expected,1718.44,80
RT0048443,SN260206048443,2026-02-17,Size issue,1045.81,80
RT0048454,SN251019048454,2025-10-25,Late delivery,3951.08,80
RT0048458,SN260107048458,2026-01-19,Changed mind,1490.85,80
RT0048459,SN260315048459,2026-03-27,Size issue,480.76,80
RT0048465,SN260305048465,2026-03-09,Quality not as expected,4378.08,80
RT0048468,SN260104048468,2026-01-11,Late delivery,1959.76,80
RT0048478,SN251212048478,2025-12-22,Changed mind,3160.6,0
RT0048479,SN260222048479,2026-03-04,Late delivery,2857.24,80
RT0048480,SN260211048480,2026-02-22,Size issue,1080.74,80
RT0048481,SN251126048481,2025-12-03,Size issue,986.09,80
RT0048496,SN260121048496,2026-02-02,Style/fit not as expected,2634.1,80
RT0048505,SN260101048505,2026-01-05,Size issue,2506.39,80
RT0048506,SN260301048506,2026-03-04,Size issue,2374.72,80
RT0048507,SN251025048507,2025-11-06,Size issue,1612.94,80
RT0048513,SN251208048513,2025-12-14,Quality not as expected,4992.57,80
RT0048532,SN251110048532,2025-11-12,Quality not as expected,1250.5,80
RT0048538,SN251009048538,2025-10-17,Quality not as expected,1445.66,80
RT0048540,SN251019048540,2025-10-29,Style/fit not as expected,2847.22,80
RT0048547,SN260219048547,2026-02-22,Size issue,1711.93,80
RT0048567,SN251127048567,2025-12-08,Size issue,1447.49,80
RT0048569,SN260205048569,2026-02-08,Style/fit not as expected,2002.8,80
RT0048571,SN251016048571,2025-10-19,Style/fit not as expected,1005.68,80
RT0048573,SN260128048573,2026-02-11,Quality not as expected,4720.7,80
RT0048578,SN260109048578,2026-01-22,Changed mind,1229.28,80
RT0048588,SN260207048588,2026-02-16,Style/fit not as expected,5186.1,80
RT0048590,SN251126048590,2025-12-06,Size issue,7078.72,80
RT0048600,SN251031048600,2025-11-12,Late delivery,2189.88,80
RT0048601,SN251218048601,2025-12-23,Size issue,1247.07,80
RT0048605,SN260117048605,2026-01-30,Style/fit not as expected,1701.55,80
RT0048612,SN260122048612,2026-01-27,Style/fit not as expected,1490.5,80
RT0048613,SN260327048613,2026-03-29,Size issue,1774.4,80
RT0048614,SN260101048614,2026-01-08,Style/fit not as expected,1466.81,80
RT0048616,SN251101048616,2025-11-13,Size issue,1530.11,80
RT0048617,SN260102048617,2026-01-08,Style/fit not as expected,1059.16,80
RT0048618,SN251102048618,2025-11-08,Size issue,2002.88,80
RT0048620,SN251025048620,2025-10-27,Quality not as expected,1637.07,80
RT0048622,SN251102048622,2025-11-14,Size issue,3644.92,80
RT0048630,SN260317048630,2026-03-27,Size issue,1180.95,80
RT0048637,SN251113048637,2025-11-24,Late delivery,2533.77,80
RT0048638,SN251214048638,2025-12-25,Changed mind,1498.39,80
RT0048646,SN251204048646,2025-12-18,Size issue,2212.66,80
RT0048647,SN251124048647,2025-12-02,Size issue,2709.79,80
RT0048654,SN251123048654,2025-11-30,Size issue,1137.34,80
RT0048658,SN260204048658,2026-02-10,Quality not as expected,812.74,80
RT0048661,SN251120048661,2025-11-25,Size issue,804.21,80
RT0048662,SN260102048662,2026-01-04,Quality not as expected,1665.35,80
RT0048669,SN260124048669,2026-01-30,Changed mind,2774.04,80
RT0048672,SN260210048672,2026-02-21,Size issue,1492.52,80
RT0048685,SN260312048685,2026-03-19,Size issue,1516.12,80
RT0048687,SN251213048687,2025-12-27,Size issue,1254.65,0
RT0048691,SN260127048691,2026-02-07,Quality not as expected,1110.84,80
RT0048711,SN260211048711,2026-02-20,Quality not as expected,1858.13,80
RT0048713,SN260204048713,2026-02-08,Wrong item delivered,3458.74,80
RT0048714,SN260308048714,2026-03-13,Quality not as expected,973.82,80
RT0048715,SN260326048715,2026-03-30,Size issue,2565.78,80
RT0048722,SN251017048722,2025-10-26,Wrong item delivered,5167.95,80
RT0048725,SN260117048725,2026-01-27,Style/fit not as expected,6451.52,80
RT0048732,SN251017048732,2025-10-27,Style/fit not as expected,2137.04,80
RT0048740,SN251018048740,2025-10-22,Style/fit not as expected,1360.73,80
RT0048744,SN251212048744,2025-12-25,Quality not as expected,1322.72,0
RT0048754,SN251122048754,2025-11-25,Quality not as expected,1925.86,80
RT0048755,SN251107048755,2025-11-20,Style/fit not as expected,2005.32,80
RT0048757,SN251104048757,2025-11-16,Style/fit not as expected,2589.06,80
RT0048758,SN251129048758,2025-12-11,Late delivery,1588.58,80
RT0048769,SN251018048769,2025-10-28,Quality not as expected,908.59,80
RT0048777,SN251122048777,2025-11-25,Size issue,1157.53,80
RT0048782,SN251212048782,2025-12-22,Size issue,1526.17,80
RT0048783,SN260104048783,2026-01-09,Size issue,2167.98,80
RT0048809,SN260325048809,2026-03-28,Wrong item delivered,5452.8,80
RT0048813,SN260209048813,2026-02-15,Size issue,2051.12,80
RT0048822,SN251108048822,2025-11-20,Late delivery,2425.46,80
RT0048827,SN260207048827,2026-02-14,Size issue,1523.52,80
RT0048828,SN260215048828,2026-03-01,Style/fit not as expected,687.9,80
RT0048831,SN251105048831,2025-11-11,Size issue,991.1,80
RT0048832,SN251203048832,2025-12-17,Size issue,1715.95,80
RT0048833,SN260311048833,2026-03-18,Late delivery,2021.56,80
RT0048836,SN260113048836,2026-01-15,Quality not as expected,3170.04,80
RT0048841,SN251209048841,2025-12-16,Size issue,604.34,80
RT0048843,SN251114048843,2025-11-26,Quality not as expected,2400.56,80
RT0048848,SN251206048848,2025-12-12,Size issue,2532.86,0
RT0048856,SN260223048856,2026-03-04,Size issue,2156.96,80
RT0048857,SN260206048857,2026-02-08,Quality not as expected,2728.78,80
RT0048859,SN260218048859,2026-03-01,Size issue,1380.46,80
RT0048860,SN251227048860,2025-12-31,Quality not as expected,1625.57,80
RT0048864,SN260302048864,2026-03-15,Size issue,1710.59,80
RT0048865,SN251109048865,2025-11-23,Changed mind,2373.0,80
RT0048868,SN251203048868,2025-12-15,Size issue,1408.89,80
RT0048878,SN260209048878,2026-02-15,Quality not as expected,974.16,80
RT0048881,SN251029048881,2025-11-07,Quality not as expected,1447.74,80
